id,created_at,updated_at,deleted_at,name,description,tags,repo_link,comm_channel,readme_link,project_status,last_pull_time,commit_count,pull_count,lines_added,lines_removed,contributors,pulls,mentor_id,secondary_mentor_id,status_remark
87,2023-11-25 07:39:53.633041+00,2023-11-25 07:40:10.886287+00,,CDS | Official Docs,Official documentation for the largest community of tomorrow's open source developers,"ReactJs, JavaScript, TypeScript, CSS, HTML, Github-pages, Documentation, TypeScript, Pnpm, Docusaurus, Markdown",https://github.com/CodeDeployingSquad/docs,https://discord.com/invite/8SFAywV4M8,https://github.com/CodeDeployingSquad/docs#readme,,0,0,0,0,0,,,11,,
89,2023-11-26 05:14:53.271825+00,2023-11-26 05:14:53.271825+00,,ML-Image-Alignment,It aligns the scanned form to the reference form using SIFT (Scale-Invariant Feature Transform) feature matching.,"opencv, flask, numpy",https://github.com/KrishGaur1354/ML-Image-Alignment,https://discord.gg/8RCH5GDM,https://github.com/KrishGaur1354/ML-Image-Alignment/blob/main/README.md,,0,0,0,0,0,,,12,,
138,2023-12-15 18:58:47.78659+00,2023-12-16 13:14:38.70811+00,,HCI-BCI-Lab | Dept. of CSE@ IIT Kharagpur,"An open-source frontend project in React+Vite and TailwindCSS. This project is an initiative by Human-Computer Interaction & Brain-Computer Interaction Lab, Department of Computer Science and Engineering, IIT Kharagpur under the approval of Prof. Debasis Samanta.","HTML,CSS,Javascript,React,Vite,Frontend",https://github.com/harshkhasbage77/IITKGP-HCI-BCI-Lab-Website,https://discord.gg/eJAks6C7,https://github.com/harshkhasbage77/IITKGP-HCI-BCI-Lab-Website#readme,false,0,0,0,0,0,,,112,,
103,2023-11-27 17:03:23.880237+00,2023-12-13 16:23:09.786985+00,,Hedging of Financial Derivative - A quant Project,"A Hedging is a market neutral trading strategy enabling traders to profit from virtually any market conditions: uptrend, downtrend, or sideways movement. This strategy is categorized as a statistical arbitrage and convergence trading strategy.","Python, Python Notebook, Deep Learning, Machine Learning",https://github.com/Akshat111111/Hedging-of-Financial-Derivatives,https://discord.com/invite/mdUPbPkv,https://github.com/Akshat111111/Hedging-of-Financial-Derivatives#readme,true,1703165904,5,4,3400,1235,"mdutta1234,shubha987","https://github.com/Akshat111111/Hedging-of-Financial-Derivatives/pull/24,https://github.com/Akshat111111/Hedging-of-Financial-Derivatives/pull/18,https://github.com/Akshat111111/Hedging-of-Financial-Derivatives/pull/17,https://github.com/Akshat111111/Hedging-of-Financial-Derivatives/pull/15",80,,
66,2023-11-17 13:27:25.213077+00,2023-12-15 10:24:28.032582+00,,Scarpe,"Scarpe is a Ruby library for building desktop GUI apps. You can write simple apps with just a few lines of Ruby: ""Shoes.app { button 'OK' }"" is a whole app! Our project has had Google Summer of Code interns, and we'd love to have you help too!","ruby,html",https://github.com/scarpe-team/scarpe,https://discord.gg/6UAhvnVUJz,https://github.com/scarpe-team/scarpe/wiki,true,1704815847,0,0,0,0,,,29,16,
108,2023-11-28 17:42:29.436627+00,2023-11-29 08:35:19.727702+00,,Jobs Scraper,"The Jobs Scraper is a powerful Go application designed for scraping job postings from a variety of websites and storing them in an SQLite database. Additionally, it offers endpoints for retrieving and synchronizing job postings, making it a valuable tool for job seekers and developers alike.","Golang,HTML,Css,JS",https://github.com/Pavel401/Jobs-Scraper,https://join.slack.com/t/jobsscraper-kwoc/shared_invite/zt-27w39gvw3-K23d7nPLTYZyw2fYdoVutg,https://github.com/Pavel401/Jobs-Scraper/blob/main/README.md,true,1703586602,6,6,527,563,"debayangg,pinak22dhir","https://github.com/Pavel401/Jobs-Scraper/pull/13,https://github.com/Pavel401/Jobs-Scraper/pull/11,https://github.com/Pavel401/Jobs-Scraper/pull/10,https://github.com/Pavel401/Jobs-Scraper/pull/9,https://github.com/Pavel401/Jobs-Scraper/pull/8,https://github.com/Pavel401/Jobs-Scraper/pull/7",87,,
116,2023-12-01 13:46:11.849509+00,2023-12-01 13:46:11.849509+00,,AR Webstore,Webstore built to showcase photorealistic 3D digital objects in AR,"AR, react, javascript",https://github.com/ShwetKhatri2001/AR-Webstore,https://discord.gg/mZNx9aQT,https://github.com/ShwetKhatri2001/AR-Webstore#readme,true,1704830169,13,7,11428,5934,"Souvik34,Ayusht777,pinak22dhir,Preeti8021,Surajit0573,AaadityaG","https://github.com/ShwetKhatri2001/AR-Webstore/pull/187,https://github.com/ShwetKhatri2001/AR-Webstore/pull/184,https://github.com/ShwetKhatri2001/AR-Webstore/pull/181,https://github.com/ShwetKhatri2001/AR-Webstore/pull/180,https://github.com/ShwetKhatri2001/AR-Webstore/pull/178,https://github.com/ShwetKhatri2001/AR-Webstore/pull/172,https://github.com/ShwetKhatri2001/AR-Webstore/pull/213",95,,
137,2023-12-15 09:00:56.01455+00,2023-12-19 16:59:40.748329+00,,ML-ProjectKart,"ML ProjectKart showcases the finest collection of all projects based on machine learning, deep learning and other AI topics for data science enthusiasts.","Python, Data Analysis, Machine Learning, Deep Learning, Computer Vision, Natural Language Processing, Juypter Notebook",https://github.com/prathimacode-hub/ML-ProjectKart,https://discord.com/invite/7Xhrsas4,https://github.com/prathimacode-hub/ML-ProjectKart/blob/main/README.md,true,1704700612,4,1,14114,0,mariam7084,https://github.com/prathimacode-hub/ML-ProjectKart/pull/632,31,,
75,2023-11-21 05:59:09.262951+00,2023-11-21 05:59:09.262951+00,,ezmail,An open-source user-friendly Web application with 50+ pre-designed easily customisable email templates for effective communication,"Javascript, tailwindcss, SvelteKit",https://github.com/IshaanAdarsh/ezmail,https://discord.gg/uVzvpY38,https://github.com/IshaanAdarsh/ezmail#readme,true,1703342079,16,7,405,292,"schoudhury2,ayann07,mendacium-a11y,praveen-p09,SanskarSonwani,Abhishek-465","https://github.com/IshaanAdarsh/ezmail/pull/140,https://github.com/IshaanAdarsh/ezmail/pull/139,https://github.com/IshaanAdarsh/ezmail/pull/137,https://github.com/IshaanAdarsh/ezmail/pull/136,https://github.com/IshaanAdarsh/ezmail/pull/135,https://github.com/IshaanAdarsh/ezmail/pull/130,https://github.com/IshaanAdarsh/ezmail/pull/121",41,43,
104,2023-11-27 17:03:58.076103+00,2023-11-28 09:40:43.739271+00,,Python Projects,A collection of python codes,python,https://github.com/shrey141102/PythonProjects,https://discord.gg/dqCG4pVyXf,https://github.com/shrey141102/PythonProjects#readme,true,1704824191,194,66,50674,499,"JeninaAngelin,Dhammashree23,himanshugupta11002,Ananya-m0140,CodeAceKing382,ogsahil,Yarlin16,Shivam250702,kaiwalyani,PiyushBagde,ayushlostvolts,palak180,jaibhedia,saurav-dhait,shubha987,Aryanmartinian,kausthub-kannan,Arpit01Goel,Cgarg9,pinak22dhir,Tanmay0215,SHIVAKUMAR-KS,Shreyasb1015,shiv325,Avdhesh-Varshney,supr1yo","https://github.com/shrey141102/PythonProjects/pull/102,https://github.com/shrey141102/PythonProjects/pull/101,https://github.com/shrey141102/PythonProjects/pull/100,https://github.com/shrey141102/PythonProjects/pull/98,https://github.com/shrey141102/PythonProjects/pull/96,https://github.com/shrey141102/PythonProjects/pull/94,https://github.com/shrey141102/PythonProjects/pull/92,https://github.com/shrey141102/PythonProjects/pull/91,https://github.com/shrey141102/PythonProjects/pull/90,https://github.com/shrey141102/PythonProjects/pull/89,https://github.com/shrey141102/PythonProjects/pull/85,https://github.com/shrey141102/PythonProjects/pull/83,https://github.com/shrey141102/PythonProjects/pull/82,https://github.com/shrey141102/PythonProjects/pull/81,https://github.com/shrey141102/PythonProjects/pull/80,https://github.com/shrey141102/PythonProjects/pull/78,https://github.com/shrey141102/PythonProjects/pull/74,https://github.com/shrey141102/PythonProjects/pull/73,https://github.com/shrey141102/PythonProjects/pull/72,https://github.com/shrey141102/PythonProjects/pull/71,https://github.com/shrey141102/PythonProjects/pull/68,https://github.com/shrey141102/PythonProjects/pull/64,https://github.com/shrey141102/PythonProjects/pull/61,https://github.com/shrey141102/PythonProjects/pull/60,https://github.com/shrey141102/PythonProjects/pull/58,https://github.com/shrey141102/PythonProjects/pull/56,https://github.com/shrey141102/PythonProjects/pull/52,https://github.com/shrey141102/PythonProjects/pull/51,https://github.com/shrey141102/PythonProjects/pull/49,https://github.com/shrey141102/PythonProjects/pull/48,https://github.com/shrey141102/PythonProjects/pull/47,https://github.com/shrey141102/PythonProjects/pull/46,https://github.com/shrey141102/PythonProjects/pull/45,https://github.com/shrey141102/PythonProjects/pull/44,https://github.com/shrey141102/PythonProjects/pull/43,https://github.com/shrey141102/PythonProjects/pull/42,https://github.com/shrey141102/PythonProjects/pull/41,https://github.com/shrey141102/PythonProjects/pull/40,https://github.com/shrey141102/PythonProjects/pull/32,https://github.com/shrey141102/PythonProjects/pull/31,https://github.com/shrey141102/PythonProjects/pull/30,https://github.com/shrey141102/PythonProjects/pull/27,https://github.com/shrey141102/PythonProjects/pull/25,https://github.com/shrey141102/PythonProjects/pull/23,https://github.com/shrey141102/PythonProjects/pull/22,https://github.com/shrey141102/PythonProjects/pull/18,https://github.com/shrey141102/PythonProjects/pull/103,https://github.com/shrey141102/PythonProjects/pull/105,https://github.com/shrey141102/PythonProjects/pull/114,https://github.com/shrey141102/PythonProjects/pull/113,https://github.com/shrey141102/PythonProjects/pull/112,https://github.com/shrey141102/PythonProjects/pull/109,https://github.com/shrey141102/PythonProjects/pull/108,https://github.com/shrey141102/PythonProjects/pull/121,https://github.com/shrey141102/PythonProjects/pull/120,https://github.com/shrey141102/PythonProjects/pull/118,https://github.com/shrey141102/PythonProjects/pull/125,https://github.com/shrey141102/PythonProjects/pull/129,https://github.com/shrey141102/PythonProjects/pull/132,https://github.com/shrey141102/PythonProjects/pull/124,https://github.com/shrey141102/PythonProjects/pull/146,https://github.com/shrey141102/PythonProjects/pull/144,https://github.com/shrey141102/PythonProjects/pull/143,https://github.com/shrey141102/PythonProjects/pull/141,https://github.com/shrey141102/PythonProjects/pull/134,https://github.com/shrey141102/PythonProjects/pull/147",37,,
88,2023-11-25 10:00:59.973278+00,2023-11-28 09:40:35.757462+00,,Javascript Projects,"A collection of short and fun projects made using HTML, CSS and JS.","javascript,html,css",https://github.com/shrey141102/Javascript-projects,https://discord.gg/dqCG4pVyXf,https://github.com/shrey141102/Javascript-projects/blob/main/README.md,true,1704815083,89,43,16461,998,"ellow0rld,sambitsingha,Mehul237,Baron105,Yarlin16,Gaurav0203Shetty,Kgpianghosh006,Paarisha1,Shivam250702,SHIVAKUMAR-KS,Preeti8021,Souvik34,Cgarg9,Omar-Nabil,Surajit0573,Ritwika-14,Shreyasb1015,supr1yo,praveen-p09,pinak22dhir","https://github.com/shrey141102/Javascript-projects/pull/182,https://github.com/shrey141102/Javascript-projects/pull/178,https://github.com/shrey141102/Javascript-projects/pull/175,https://github.com/shrey141102/Javascript-projects/pull/173,https://github.com/shrey141102/Javascript-projects/pull/171,https://github.com/shrey141102/Javascript-projects/pull/170,https://github.com/shrey141102/Javascript-projects/pull/168,https://github.com/shrey141102/Javascript-projects/pull/164,https://github.com/shrey141102/Javascript-projects/pull/163,https://github.com/shrey141102/Javascript-projects/pull/162,https://github.com/shrey141102/Javascript-projects/pull/159,https://github.com/shrey141102/Javascript-projects/pull/155,https://github.com/shrey141102/Javascript-projects/pull/153,https://github.com/shrey141102/Javascript-projects/pull/143,https://github.com/shrey141102/Javascript-projects/pull/141,https://github.com/shrey141102/Javascript-projects/pull/137,https://github.com/shrey141102/Javascript-projects/pull/136,https://github.com/shrey141102/Javascript-projects/pull/135,https://github.com/shrey141102/Javascript-projects/pull/129,https://github.com/shrey141102/Javascript-projects/pull/128,https://github.com/shrey141102/Javascript-projects/pull/127,https://github.com/shrey141102/Javascript-projects/pull/125,https://github.com/shrey141102/Javascript-projects/pull/123,https://github.com/shrey141102/Javascript-projects/pull/118,https://github.com/shrey141102/Javascript-projects/pull/116,https://github.com/shrey141102/Javascript-projects/pull/109,https://github.com/shrey141102/Javascript-projects/pull/107,https://github.com/shrey141102/Javascript-projects/pull/185,https://github.com/shrey141102/Javascript-projects/pull/188,https://github.com/shrey141102/Javascript-projects/pull/186,https://github.com/shrey141102/Javascript-projects/pull/194,https://github.com/shrey141102/Javascript-projects/pull/202,https://github.com/shrey141102/Javascript-projects/pull/197,https://github.com/shrey141102/Javascript-projects/pull/196,https://github.com/shrey141102/Javascript-projects/pull/190,https://github.com/shrey141102/Javascript-projects/pull/206,https://github.com/shrey141102/Javascript-projects/pull/203,https://github.com/shrey141102/Javascript-projects/pull/207,https://github.com/shrey141102/Javascript-projects/pull/209,https://github.com/shrey141102/Javascript-projects/pull/212,https://github.com/shrey141102/Javascript-projects/pull/211,https://github.com/shrey141102/Javascript-projects/pull/210,https://github.com/shrey141102/Javascript-projects/pull/215",37,,
